G_theta,T,V_oc,I_sc
167,32,86.74,4.1309788
151,32,86.74,3.7351964
129,32,86.74,3.1909956
105,32,86.74,2.597322
116,32,86.74,2.8694224
129,32,86.74,3.1909956
135,32,86.74,3.339414
123,32,86.74,3.0425772
116,29,88.54,2.5056928
142,29,88.54,3.0673136
163,29,88.54,3.5209304
196,29,88.54,4.2337568
225,30,87.94,5.09535
233,30,87.94,5.276518
240,30,87.94,5.43504
280,30,87.94,6.34088
347,30,87.94,7.858162
411,30,87.94,9.307506
504,30,87.94,11.413584
538,30,87.94,12.183548
555,30,87.94,12.56853
570,30,87.94,12.90822
591,30,87.94,13.383786
587,30,87.94,13.293202
594,30,87.94,13.451724
696,30,87.94,15.761616
744,30,87.94,16.848624
768,31,87.34,18.1948416
790,31,87.34,18.716048
810,31,87.34,19.189872
829,31,87.34,19.6400048
845,31,87.34,20.019064
806,31,87.34,19.0951072
745,32,86.74,18.428618
774,32,86.74,19.1459736
722,32,86.74,17.8596808
778,32,86.74,19.2449192
843,32,86.74,20.8527852
867,32,86.74,21.4464588
900,32,86.74,22.26276
917,33,86.14,23.6417272
900,33,86.14,23.20344
897,33,86.14,23.1260952
855,33,86.14,22.043268
809,33,86.14,20.8573144
788,33,86.14,20.3159008
784,33,86.14,20.2127744
870,33,86.14,22.429992
856,33,86.14,22.0690496
839,33,86.14,21.6307624
821,33,86.14,21.1666936
801,33,86.14,20.6510616
760,33,86.14,19.594016
724,33,86.14,18.6658784
673,33,86.14,17.3510168
697,33,86.14,17.9697752
668,33,86.14,17.2221088
578,33,86.14,14.9017648
311,33,86.14,8.0180776
375,33,86.14,9.6681
546,33,86.14,14.0767536
492,33,86.14,12.6845472
454,33,86.14,11.7048464
446,33,86.14,11.4985936
411,33,86.14,10.5962376
376,33,86.14,9.6938816
341,33,86.14,8.7915256
295,33,86.14,7.605572
262,33,86.14,6.7547792
218,33,86.14,5.6203888
194,33,86.14,5.0016304
161,33,86.14,4.1508376
133,33,86.14,3.4289528
103,33,86.14,2.6555048
137,29,88.54,2.9593096
137,29,88.54,2.9593096
197,29,88.54,4.2553576
231,29,88.54,4.9897848
265,29,88.54,5.724212
346,29,88.54,7.4738768
392,29,88.54,8.4675136
396,29,88.54,8.5539168
435,30,87.94,9.85101
454,30,87.94,10.281284
518,30,87.94,11.730628
565,30,87.94,12.79499
597,30,87.94,13.519662
628,30,87.94,14.221688
657,30,87.94,14.878422
686,30,87.94,15.535156
713,30,87.94,16.146598
739,30,87.94,16.735394
764,31,87.34,18.1000768
787,31,87.34,18.6449744
808,31,87.34,19.1424896
828,31,87.34,19.6163136
846,32,86.74,20.9269944
862,32,86.74,21.3227768
876,32,86.74,21.6690864
887,32,86.74,21.9411868
896,32,86.74,22.1638144
903,32,86.74,22.3369692
908,32,86.74,22.4606512
911,33,86.14,23.4870376
913,33,86.14,23.5386008
914,33,86.14,23.5643824
912,33,86.14,23.5128192
909,33,86.14,23.4354744
904,33,86.14,23.3065664
897,33,86.14,23.1260952
887,33,86.14,22.8682792
876,34,85.54,23.5002768
863,34,85.54,23.1515284
849,34,85.54,22.7759532
832,34,85.54,22.3198976
814,34,85.54,21.8370152
792,34,85.54,21.2468256
768,34,85.54,20.6029824
741,34,85.54,19.8786588
697,34,85.54,18.6982796
628,34,85.54,16.8472304
612,34,85.54,16.4180016
624,34,85.54,16.7399232
595,34,85.54,15.961946
541,34,85.54,14.5132988
459,34,85.54,12.3135012
472,34,85.54,12.6622496
333,34,85.54,8.9333244
242,33,86.14,6.2391472
314,33,86.14,8.0954224
323,33,86.14,8.3274568
273,33,86.14,7.0383768
196,33,86.14,5.0531936
189,33,86.14,4.8727224
184,33,86.14,4.7438144
160,33,86.14,4.125056
130,33,86.14,3.351608
111,33,86.14,2.8617576
156,29,88.54,3.3697248
190,29,88.54,4.104152
215,29,88.54,4.644172
222,29,88.54,4.7953776
207,30,87.94,4.687722
276,30,87.94,6.250296
339,30,87.94,7.676994
448,30,87.94,10.145408
460,30,87.94,10.41716
466,30,87.94,10.553036
469,30,87.94,10.620974
474,30,87.94,10.734204
451,30,87.94,10.213346
410,30,87.94,9.28486
402,30,87.94,9.103692
435,31,87.34,10.305672
436,31,87.34,10.3293632
478,31,87.34,11.3243936
565,31,87.34,13.385528
659,32,86.74,16.3012876
652,32,86.74,16.1281328
741,32,86.74,18.3296724
802,32,86.74,19.8385928
869,32,86.74,21.4959316
896,32,86.74,22.1638144
904,32,86.74,22.3617056
910,32,86.74,22.510124
914,32,86.74,22.6090696
916,32,86.74,22.6585424
895,33,86.14,23.074532
877,33,86.14,22.6104632
809,33,86.14,20.8573144
665,33,86.14,17.144764
556,33,86.14,14.3345696
463,33,86.14,11.9368808
438,33,86.14,11.2923408
451,33,86.14,11.6275016
402,33,86.14,10.3642032
450,33,86.14,11.60172
427,33,86.14,11.0087432
421,34,85.54,11.2940828
541,34,85.54,14.5132988
589,34,85.54,15.8009852
625,34,85.54,16.76675
513,34,85.54,13.7621484
398,34,85.54,10.6770664
328,34,85.54,8.7991904
317,34,85.54,8.5040956
324,34,85.54,8.6918832
301,34,85.54,8.0748668
321,33,86.14,8.2758936
344,33,86.14,8.8688704
371,33,86.14,9.5649736
400,33,86.14,10.31264
338,33,86.14,8.7141808
191,32,86.74,4.7246524
211,32,86.74,5.2193804
246,32,86.74,6.0851544
202,32,86.74,4.9967528
175,32,86.74,4.32887
131,32,86.74,3.2404684
102,32,86.74,2.5231128
113,29,88.54,2.4408904
170,29,88.54,3.672136
202,29,88.54,4.3633616
230,29,88.54,4.968184
282,29,88.54,6.0914256
349,29,88.54,7.5386792
395,30,87.94,8.94517
400,30,87.94,9.0584
452,30,87.94,10.235992
498,30,87.94,11.277708
502,30,87.94,11.368292
548,30,87.94,12.410008
594,30,87.94,13.451724
609,30,87.94,13.791414
655,31,87.34,15.517736
683,31,87.34,16.1810896
710,31,87.34,16.820752
691,31,87.34,16.3706192
640,31,87.34,15.162368
601,31,87.34,14.2384112
618,31,87.34,14.6411616
585,31,87.34,13.859352
587,32,86.74,14.5202668
583,32,86.74,14.4213212
632,32,86.74,15.6334048
687,32,86.74,16.9939068
781,32,86.74,19.3191284
715,32,86.74,17.686526
579,32,86.74,14.3223756
515,32,86.74,12.739246
583,32,86.74,14.4213212
669,32,86.74,16.5486516
779,33,86.14,20.0838664
847,33,86.14,21.8370152
893,33,86.14,23.0229688
824,33,86.14,21.2440384
734,33,86.14,18.9236944
737,33,86.14,19.0010392
739,33,86.14,19.0526024
750,33,86.14,19.3362
819,33,86.14,21.1151304
721,33,86.14,18.5885336
626,33,86.14,16.1392816
552,33,86.14,14.2314432
590,33,86.14,15.211144
645,33,86.14,16.629132
667,33,86.14,17.1963272
683,33,86.14,17.6088328
655,33,86.14,16.886948
625,33,86.14,16.1135
504,33,86.14,12.9939264
351,33,86.14,9.0493416
355,33,86.14,9.152468
429,33,86.14,11.0603064
428,33,86.14,11.0345248
329,33,86.14,8.4821464
289,33,86.14,7.4508824
315,32,86.74,7.791966
288,32,86.74,7.1240832
237,32,86.74,5.8625268
178,33,86.14,4.5891248
135,33,86.14,3.480516
130,33,86.14,3.351608
112,33,86.14,2.8875392
115,30,87.94,2.60429
124,30,87.94,2.808104
187,30,87.94,4.234802
235,30,87.94,5.32181
240,30,87.94,5.43504
243,30,87.94,5.502978
253,30,87.94,5.729438
290,30,87.94,6.56734
315,30,87.94,7.13349
301,30,87.94,6.816446
383,30,87.94,8.673418
428,30,87.94,9.692488
493,30,87.94,11.164478
567,30,87.94,12.840282
595,31,87.34,14.096264
628,31,87.34,14.8780736
567,31,87.34,13.4329104
491,31,87.34,11.6323792
427,31,87.34,10.1161424
393,31,87.34,9.3106416
395,32,86.74,9.770878
388,32,86.74,9.5977232
388,32,86.74,9.5977232
409,32,86.74,10.1171876
484,32,86.74,11.9724176
532,32,86.74,13.1597648
555,32,86.74,13.728702
583,32,86.74,14.4213212
604,33,86.14,15.5720864
602,33,86.14,15.5205232
566,33,86.14,14.5923856
556,33,86.14,14.3345696
572,33,86.14,14.7470752
643,33,86.14,16.5775688
622,33,86.14,16.0361552
612,33,86.14,15.7783392
652,34,85.54,17.4910736
817,34,85.54,21.9174956
762,34,85.54,20.4420216
679,34,85.54,18.2153972
644,34,85.54,17.2764592
557,34,85.54,14.9425276
513,34,85.54,13.7621484
531,34,85.54,14.2450308
591,34,85.54,15.8546388
644,34,85.54,17.2764592
680,34,85.54,18.242224
667,34,85.54,17.8934756
621,34,85.54,16.6594428
572,34,85.54,15.3449296
579,34,85.54,15.5327172
533,34,85.54,14.2986844
462,34,85.54,12.3939816
416,34,85.54,11.1599488
322,34,85.54,8.6382296
280,34,85.54,7.511504
216,34,85.54,5.7945888
155,34,85.54,4.158154
169,34,85.54,4.5337292
157,33,86.14,4.0477112
139,33,86.14,3.5836424
115,33,86.14,2.964884
103,29,88.54,2.2248824
165,29,88.54,3.564132
209,29,88.54,4.5145672
187,30,87.94,4.234802
184,30,87.94,4.166864
206,30,87.94,4.665076
213,30,87.94,4.823598
234,30,87.94,5.299164
240,30,87.94,5.43504
246,30,87.94,5.570916
238,30,87.94,5.389748
258,30,87.94,5.842668
367,30,87.94,8.311082
506,30,87.94,11.458876
643,30,87.94,14.561378
671,31,87.34,15.8967952
682,31,87.34,16.1573984
665,31,87.34,15.754648
614,31,87.34,14.5463968
709,32,86.74,17.5381076
734,32,86.74,18.1565176
786,32,86.74,19.4428104
826,32,86.74,20.4322664
841,32,86.74,20.8033124
854,33,86.14,22.0174864
865,33,86.14,22.301084
822,33,86.14,21.1924752
736,33,86.14,18.9752576
664,33,86.14,17.1189824
538,33,86.14,13.8705008
486,33,86.14,12.5298576
506,33,86.14,13.0454896
474,33,86.14,12.2204784
422,34,85.54,11.3209096
446,34,85.54,11.9647528
540,34,85.54,14.486472
657,34,85.54,17.6252076
702,34,85.54,18.8324136
558,34,85.54,14.9693544
506,34,85.54,13.5743608
552,34,85.54,14.8083936
682,34,85.54,18.2958776
658,34,85.54,17.6520344
603,34,85.54,16.1765604
526,34,85.54,14.1108968
501,34,85.54,13.4402268
524,34,85.54,14.0572432
450,34,85.54,12.07206
309,34,85.54,8.2894812
272,33,86.14,7.0125952
275,33,86.14,7.08994
241,33,86.14,6.2133656
276,33,86.14,7.1157216
314,33,86.14,8.0954224
259,33,86.14,6.6774344
224,33,86.14,5.7750784
198,33,86.14,5.1047568
186,33,86.14,4.7953776
175,33,86.14,4.51178
168,33,86.14,4.3313088
137,33,86.14,3.5320792
112,33,86.14,2.8875392
125,29,88.54,2.7001
139,30,87.94,3.147794
180,30,87.94,4.07628
220,30,87.94,4.98212
233,30,87.94,5.276518
248,30,87.94,5.616208
267,30,87.94,6.046482
316,30,87.94,7.156136
387,30,87.94,8.764002
467,30,87.94,10.575682
485,30,87.94,10.98331
503,30,87.94,11.390938
552,30,87.94,12.500592
523,30,87.94,11.843858
527,30,87.94,11.934442
528,30,87.94,11.957088
457,31,87.34,10.8268784
554,31,87.34,13.1249248
718,31,87.34,17.0102816
739,32,86.74,18.2801996
775,32,86.74,19.17071
792,32,86.74,19.5912288
780,32,86.74,19.294392
755,32,86.74,18.675982
787,32,86.74,19.4675468
793,33,86.14,20.4448088
809,33,86.14,20.8573144
787,33,86.14,20.2901192
799,33,86.14,20.5994984
797,33,86.14,20.5479352
761,33,86.14,19.6197976
760,33,86.14,19.594016
727,33,86.14,18.7432232
705,33,86.14,18.176028
688,34,85.54,18.4568384
652,34,85.54,17.4910736
667,34,85.54,17.8934756
679,34,85.54,18.2153972
678,34,85.54,18.1885704
643,34,85.54,17.2496324
592,34,85.54,15.8814656
486,34,85.54,13.0378248
382,34,85.54,10.2478376
342,34,85.54,9.1747656
335,34,85.54,8.986978
348,34,85.54,9.3357264
344,34,85.54,9.2284192
343,33,86.14,8.8430888
316,33,86.14,8.1469856
306,33,86.14,7.8891696
348,33,86.14,8.9719968
377,33,86.14,9.7196632
319,33,86.14,8.2243304
312,33,86.14,8.0438592
243,33,86.14,6.2649288
240,33,86.14,6.187584
227,33,86.14,5.8524232
203,33,86.14,5.2336648
196,33,86.14,5.0531936
175,33,86.14,4.51178
145,33,86.14,3.738332
107,33,86.14,2.7586312
103,29,88.54,2.2248824
108,29,88.54,2.3328864
205,29,88.54,4.428164
252,29,88.54,5.4434016
287,29,88.54,6.1994296
323,29,88.54,6.9770584
359,29,88.54,7.7546872
395,29,88.54,8.532316
430,29,88.54,9.288344
465,29,88.54,10.044372
499,29,88.54,10.7787992
532,29,88.54,11.4916256
565,29,88.54,12.204452
596,29,88.54,12.8740768
627,29,88.54,13.5437016
623,29,88.54,13.4572984
684,29,88.54,14.7749472
710,30,87.94,16.07866
735,30,87.94,16.64481
758,30,87.94,17.165668
780,30,87.94,17.66388
800,31,87.34,18.95296
819,31,87.34,19.4030928
836,31,87.34,19.8058432
850,31,87.34,20.13752
823,31,87.34,19.4978576
832,31,87.34,19.7110784
749,31,87.34,17.7447088
781,31,87.34,18.5028272
873,31,87.34,20.6824176
899,31,87.34,21.2983888
900,32,86.74,22.26276
899,32,86.74,22.2380236
897,32,86.74,22.1885508
892,32,86.74,22.0648688
885,32,86.74,21.891714
877,33,86.14,22.6104632
867,33,86.14,22.3526472
855,33,86.14,22.043268
841,33,86.14,21.6823256
825,33,86.14,21.26982
808,33,86.14,20.8315328
789,33,86.14,20.3416824
769,34,85.54,20.6298092
747,34,85.54,20.0396196
669,34,85.54,17.9471292
620,34,85.54,16.632616
620,34,85.54,16.632616
644,34,85.54,17.2764592
615,34,85.54,16.498482
584,34,85.54,15.6668512
553,34,85.54,14.8352204
520,34,85.54,13.949936
486,33,86.14,12.5298576
451,33,86.14,11.6275016
416,33,86.14,10.7251456
379,32,86.74,9.3750956
342,32,86.74,8.4598488
305,32,86.74,7.544602
261,32,86.74,6.4562004
216,32,86.74,5.3430624
183,32,86.74,4.5267612
151,32,86.74,3.7351964
109,31,87.34,2.5823408
116,30,87.94,2.626936
155,30,87.94,3.51013
190,30,87.94,4.30274
246,30,87.94,5.570916
291,30,87.94,6.589986
335,30,87.94,7.58641
373,30,87.94,8.446958
410,30,87.94,9.28486
447,30,87.94,10.122762
483,30,87.94,10.938018
519,30,87.94,11.753274
553,30,87.94,12.523238
586,30,87.94,13.270556
618,30,87.94,13.995228
648,30,87.94,14.674608
677,30,87.94,15.331342
705,30,87.94,15.96543
731,31,87.34,17.3182672
755,31,87.34,17.886856
778,31,87.34,18.4317536
799,31,87.34,18.9292688
819,32,86.74,20.2591116
837,32,86.74,20.7043668
853,32,86.74,21.1001492
867,32,86.74,21.4464588
880,32,86.74,21.768032
891,32,86.74,22.0401324
900,32,86.74,22.26276
907,32,86.74,22.4359148
853,32,86.74,21.1001492
830,32,86.74,20.531212
818,32,86.74,20.2343752
805,33,86.14,20.754188
770,33,86.14,19.851832
698,33,86.14,17.9955568
675,33,86.14,17.40258
680,33,86.14,17.531488
654,33,86.14,16.8611664
656,34,85.54,17.5983808
633,34,85.54,16.9813644
610,34,85.54,16.364348
566,34,85.54,15.1839688
551,34,85.54,14.7815668
523,34,85.54,14.0304164
451,34,85.54,12.0988868
425,34,85.54,11.40139
420,34,85.54,11.267256
478,34,85.54,12.8232104
608,34,85.54,16.3106944
604,34,85.54,16.2033872
574,34,85.54,15.3985832
542,34,85.54,14.5401256
509,34,85.54,13.6548412
475,34,85.54,12.74273
441,33,86.14,11.3696856
406,33,86.14,10.4673296
361,33,86.14,9.3071576
298,33,86.14,7.6829168
278,33,86.14,7.1672848
263,33,86.14,6.7805608
227,33,86.14,5.8524232
192,33,86.14,4.9500672
154,33,86.14,3.9703664
116,33,86.14,2.9906656
120,30,87.94,2.71752
164,30,87.94,3.713944
185,30,87.94,4.18951
228,30,87.94,5.163288
272,30,87.94,6.159712
309,30,87.94,6.997614
325,30,87.94,7.35995
373,30,87.94,8.446958
376,30,87.94,8.514896
352,30,87.94,7.971392
333,30,87.94,7.541118
334,30,87.94,7.563764
368,30,87.94,8.333728
419,30,87.94,9.488674
441,30,87.94,9.986886
431,30,87.94,9.760426
410,30,87.94,9.28486
375,30,87.94,8.49225
373,31,87.34,8.8368176
389,31,87.34,9.2158768
393,31,87.34,9.3106416
382,31,87.34,9.0500384
365,31,87.34,8.647288
331,32,86.74,8.1877484
329,32,86.74,8.1382756
356,32,86.74,8.8061584
402,32,86.74,9.9440328
416,33,86.14,10.7251456
445,33,86.14,11.472812
449,33,86.14,11.5759384
471,33,86.14,12.1431336
540,33,86.14,13.922064
578,33,86.14,14.9017648
566,33,86.14,14.5923856
564,33,86.14,14.5408224
581,33,86.14,14.9791096
565,33,86.14,14.566604
585,33,86.14,15.082236
573,34,85.54,15.3717564
511,34,85.54,13.7084948
507,34,85.54,13.6011876
521,34,85.54,13.9767628
563,34,85.54,15.1034884
543,34,85.54,14.5669524
528,34,85.54,14.1645504
539,34,85.54,14.4596452
611,34,85.54,16.3911748
582,33,86.14,15.0048912
613,33,86.14,15.8041208
630,33,86.14,16.242408
599,33,86.14,15.4431784
567,33,86.14,14.6181672
501,33,86.14,12.9165816
434,33,86.14,11.1892144
378,33,86.14,9.7454448
360,33,86.14,9.281376
341,33,86.14,8.7915256
292,33,86.14,7.5282272
253,33,86.14,6.5227448
206,33,86.14,5.3110096
160,33,86.14,4.125056
132,33,86.14,3.4031712
122,33,86.14,3.1453552
101,33,86.14,2.6039416
103,29,88.54,2.2248824
131,29,88.54,2.8297048
158,29,88.54,3.4129264
180,30,87.94,4.07628
194,30,87.94,4.393324
220,30,87.94,4.98212
255,30,87.94,5.77473
297,30,87.94,6.725862
316,30,87.94,7.156136
331,30,87.94,7.495826
374,30,87.94,8.469604
445,30,87.94,10.07747
446,30,87.94,10.100116
448,30,87.94,10.145408
460,30,87.94,10.41716
509,30,87.94,11.526814
568,30,87.94,12.862928
573,30,87.94,12.976158
566,30,87.94,12.817636
575,31,87.34,13.62244
587,31,87.34,13.9067344
624,31,87.34,14.7833088
667,31,87.34,15.8020304
665,32,86.74,16.449706
639,32,86.74,15.8065596
611,32,86.74,15.1139404
588,32,86.74,14.5450032
590,33,86.14,15.211144
601,33,86.14,15.4947416
579,33,86.14,14.9275464
550,33,86.14,14.17988
546,33,86.14,14.0767536
520,33,86.14,13.406432
484,33,86.14,12.4782944
472,33,86.14,12.1689152
430,33,86.14,11.086088
403,33,86.14,10.3899848
381,33,86.14,9.8227896
390,33,86.14,10.054824
384,33,86.14,9.9001344
373,33,86.14,9.6165368
357,33,86.14,9.2040312
345,33,86.14,8.894652
349,33,86.14,8.9977784
339,33,86.14,8.7399624
321,33,86.14,8.2758936
314,33,86.14,8.0954224
306,33,86.14,7.8891696
280,33,86.14,7.218848
274,33,86.14,7.0641584
234,32,86.74,5.7883176
233,32,86.74,5.7635812
236,32,86.74,5.8377904
229,32,86.74,5.6646356
190,32,86.74,4.699916
135,32,86.74,3.339414
115,32,86.74,2.844686
109,29,88.54,2.3544872
140,29,88.54,3.024112
172,29,88.54,3.7153376
206,29,88.54,4.4497648
242,29,88.54,5.2273936
278,30,87.94,6.295588
315,30,87.94,7.13349
360,30,87.94,8.15256
381,30,87.94,8.628126
429,30,87.94,9.715134
476,30,87.94,10.779496
510,30,87.94,11.54946
543,30,87.94,12.296778
575,30,87.94,13.02145
606,30,87.94,13.723476
636,30,87.94,14.402856
665,30,87.94,15.05959
693,31,87.34,16.4180016
718,31,87.34,17.0102816
743,31,87.34,17.6025616
765,31,87.34,18.123768
786,32,86.74,19.4428104
806,32,86.74,19.9375384
823,32,86.74,20.3580572
839,32,86.74,20.7538396
853,32,86.74,21.1001492
864,32,86.74,21.3722496
873,33,86.14,22.5073368
880,33,86.14,22.687808
886,33,86.14,22.8424976
889,33,86.14,22.9198424
892,33,86.14,22.9971872
893,33,86.14,23.0229688
892,33,86.14,22.9971872
889,33,86.14,22.9198424
884,33,86.14,22.7909344
878,34,85.54,23.5539304
869,34,85.54,23.3124892
859,34,85.54,23.0442212
830,34,85.54,22.266244
787,34,85.54,21.1126916
742,34,85.54,19.9054856
670,34,85.54,17.973956
587,34,85.54,15.7473316
489,34,85.54,13.1183052
443,34,85.54,11.8842724
400,34,85.54,10.73072
362,34,85.54,9.7113016
382,34,85.54,10.2478376
380,34,85.54,10.194184
345,34,85.54,9.255246
267,34,85.54,7.1627556
203,33,86.14,5.2336648
221,33,86.14,5.6977336
231,33,86.14,5.9555496
248,33,86.14,6.3938368
212,33,86.14,5.4656992
275,33,86.14,7.08994
287,33,86.14,7.3993192
298,33,86.14,7.6829168
252,33,86.14,6.4969632
197,32,86.74,4.8730708
165,32,86.74,4.081506
135,32,86.74,3.339414
110,32,86.74,2.721004
102,29,88.54,2.2032816
124,29,88.54,2.6784992
155,29,88.54,3.348124
232,29,88.54,5.0113856
270,29,88.54,5.832216
311,29,88.54,6.7178488
364,29,88.54,7.8626912
412,29,88.54,8.8995296
449,29,88.54,9.6987592
486,29,88.54,10.4979888
522,30,87.94,11.821212
558,30,87.94,12.636468
591,30,87.94,13.383786
622,30,87.94,14.085812
651,30,87.94,14.742546
680,30,87.94,15.39928
707,30,87.94,16.010722
732,30,87.94,16.576872
757,31,87.34,17.9342384
779,31,87.34,18.4554448
800,31,87.34,18.95296
819,31,87.34,19.4030928
837,32,86.74,20.7043668
853,32,86.74,21.1001492
867,32,86.74,21.4464588
879,32,86.74,21.7432956
890,32,86.74,22.015396
899,32,86.74,22.2380236
872,33,86.14,22.4815552
910,33,86.14,23.461256
913,33,86.14,23.5386008
914,33,86.14,23.5643824
913,33,86.14,23.5386008
909,33,86.14,23.4354744
904,33,86.14,23.3065664
897,33,86.14,23.1260952
888,33,86.14,22.8940608
878,33,86.14,22.6362448
865,33,86.14,22.301084
851,33,86.14,21.9401416
835,33,86.14,21.527636
817,33,86.14,21.0635672
798,34,85.54,21.4077864
755,34,85.54,20.254234
723,34,85.54,19.3957764
667,33,86.14,17.1963272
691,33,86.14,17.8150856
650,33,86.14,16.75804
573,33,86.14,14.7728568
537,32,86.74,13.2834468
534,32,86.74,13.2092376
436,32,86.74,10.7850704
442,32,86.74,10.9334888
394,32,86.74,9.7461416
384,32,86.74,9.4987776
420,32,86.74,10.389288
383,32,86.74,9.4740412
346,32,86.74,8.5587944
270,32,86.74,6.678828
272,31,87.34,6.4440064
189,31,87.34,4.4776368
111,27,89.74,2.1656544
126,27,89.74,2.4583104
161,27,89.74,3.1411744
159,27,89.74,3.1021536
151,27,89.74,2.9460704
156,27,89.74,3.0436224
152,27,89.74,2.9655808
148,27,89.74,2.8875392
144,27,89.74,2.8094976
144,27,89.74,2.8094976
143,27,89.74,2.7899872
141,28,89.14,2.8983396
147,28,89.14,3.0216732
163,28,89.14,3.3505628
163,28,89.14,3.3505628
161,29,88.54,3.4777288
178,29,88.54,3.8449424
192,29,88.54,4.1473536
213,29,88.54,4.6009704
246,29,88.54,5.3137968
292,29,88.54,6.3074336
342,30,87.94,7.744932
386,30,87.94,8.741356
389,30,87.94,8.809294
410,30,87.94,9.28486
421,30,87.94,9.533966
431,30,87.94,9.760426
440,30,87.94,9.96424
424,30,87.94,9.601904
393,30,87.94,8.899878
372,30,87.94,8.424312
363,31,87.34,8.5999056
363,31,87.34,8.5999056
370,31,87.34,8.765744
399,31,87.34,9.4527888
399,31,87.34,9.4527888
394,31,87.34,9.3343328
397,31,87.34,9.4054064
429,31,87.34,10.1635248
429,31,87.34,10.1635248
431,31,87.34,10.2109072
387,31,87.34,9.1684944
360,31,87.34,8.528832
365,30,87.94,8.26579
368,30,87.94,8.333728
379,30,87.94,8.582834
375,30,87.94,8.49225
342,30,87.94,7.744932
354,30,87.94,8.016684
363,30,87.94,8.220498
306,30,87.94,6.929676
281,30,87.94,6.363526
261,30,87.94,5.910606
245,30,87.94,5.54827
206,30,87.94,4.665076
175,30,87.94,3.96305
147,30,87.94,3.328962
117,30,87.94,2.649582
102,27,89.74,1.9900608
134,27,89.74,2.6143936
160,27,89.74,3.121664
208,28,89.14,4.2755648
248,28,89.14,5.0977888
284,28,89.14,5.8377904
319,28,89.14,6.5572364
355,28,89.14,7.297238
390,28,89.14,8.016684
425,28,89.14,8.73613
460,28,89.14,9.455576
493,28,89.14,10.1339108
493,28,89.14,10.1339108
557,28,89.14,11.4494692
528,28,89.14,10.8533568
530,28,89.14,10.894468
559,28,89.14,11.4905804
579,29,88.54,12.5068632
678,29,88.54,14.6453424
706,29,88.54,15.2501648
628,29,88.54,13.5653024
625,30,87.94,14.15375
647,30,87.94,14.651962
695,30,87.94,15.73897
738,30,87.94,16.712748
766,31,87.34,18.1474592
790,31,87.34,18.716048
855,31,87.34,20.255976
886,31,87.34,20.9904032
899,31,87.34,21.2983888
910,31,87.34,21.558992
916,31,87.34,21.7011392
917,31,87.34,21.7248304
916,31,87.34,21.7011392
913,31,87.34,21.6300656
908,32,86.74,22.4606512
878,32,86.74,21.7185592
820,32,86.74,20.283848
865,32,86.74,21.396986
870,32,86.74,21.520668
838,32,86.74,20.7291032
774,32,86.74,19.1459736
688,32,86.74,17.0186432
606,32,86.74,14.9902584
616,32,86.74,15.2376224
593,32,86.74,14.6686852
578,32,86.74,14.2976392
571,32,86.74,14.1244844
549,32,86.74,13.5802836
551,32,86.74,13.6297564
551,31,87.34,13.0538512
484,31,87.34,11.4665408
446,31,87.34,10.5662752
420,31,87.34,9.950304
400,31,87.34,9.47648
394,31,87.34,9.3343328
390,30,87.94,8.83194
338,30,87.94,7.654348
282,30,87.94,6.386172
234,30,87.94,5.299164
179,30,87.94,4.053634
138,30,87.94,3.125148
109,30,87.94,2.468414
108,27,89.74,2.1071232
114,27,89.74,2.2241856
127,27,89.74,2.4778208
143,27,89.74,2.7899872
159,27,89.74,3.1021536
168,27,89.74,3.2777472
183,27,89.74,3.5704032
199,27,89.74,3.8825696
219,27,89.74,4.2727776
234,27,89.74,4.5654336
242,27,89.74,4.7215168
243,27,89.74,4.7410272
243,27,89.74,4.7410272
238,27,89.74,4.6434752
231,27,89.74,4.5069024
237,27,89.74,4.6239648
248,27,89.74,4.8385792
253,28,89.14,5.2005668
256,28,89.14,5.2622336
259,28,89.14,5.3239004
246,28,89.14,5.0566776
240,28,89.14,4.933344
233,28,89.14,4.7894548
237,28,89.14,4.8716772
259,28,89.14,5.3239004
274,29,88.54,5.9186192
273,29,88.54,5.8970184
283,29,88.54,6.1130264
284,29,88.54,6.1346272
280,29,88.54,6.048224
284,29,88.54,6.1346272
270,29,88.54,5.832216
269,29,88.54,5.8106152
267,29,88.54,5.7674136
260,29,88.54,5.616208
272,30,87.94,6.159712
280,30,87.94,6.34088
295,30,87.94,6.68057
301,30,87.94,6.816446
327,30,87.94,7.405242
363,30,87.94,8.220498
383,30,87.94,8.673418
375,30,87.94,8.49225
375,30,87.94,8.49225
338,30,87.94,7.654348
346,30,87.94,7.835516
367,30,87.94,8.311082
360,30,87.94,8.15256
338,30,87.94,7.654348
361,30,87.94,8.175206
314,30,87.94,7.110844
305,30,87.94,6.90703
301,30,87.94,6.816446
277,30,87.94,6.272942
231,30,87.94,5.231226
184,30,87.94,4.166864
169,30,87.94,3.827174
151,30,87.94,3.419546
135,30,87.94,3.05721
124,30,87.94,2.808104
109,30,87.94,2.468414
109,28,89.14,2.2405604
135,28,89.14,2.775006
158,28,89.14,3.2477848
190,28,89.14,3.905564
227,28,89.14,4.6661212
258,28,89.14,5.3033448
288,28,89.14,5.9200128
300,28,89.14,6.16668
311,28,89.14,6.3927916
364,28,89.14,7.4822384
407,28,89.14,8.3661292
507,28,89.14,10.4216892
634,28,89.14,13.0322504
700,29,88.54,15.12056
727,29,88.54,15.7037816
752,29,88.54,16.2438016
776,29,88.54,16.7622208
799,29,88.54,17.2590392
819,30,87.94,18.547074
